,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
148,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
149,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
150,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
151,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
152,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
153,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
154,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
155,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
156,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
157,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
158,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
159,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
160,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
161,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
162,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
163,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
164,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
165,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
166,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
167,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
168,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
169,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
170,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
171,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
172,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
173,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
174,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
175,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
176,"(0.0, 50.5, 5)","(16.76305461424021, 18.0, 6)","(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,
177,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
178,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
179,"(0.0, 50.5, 5)","(0.0, 18.0, 6)","(0.0, 33.5, 7)",,,,,,,,,,,,,
180,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
181,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
182,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
183,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
184,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
185,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
186,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
187,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
188,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
189,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
190,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
191,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
192,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
193,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
194,"(28.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,
195,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
196,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
197,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
198,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
199,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
200,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
201,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(20.396078054371138, 30.0, 9)","(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,
202,"(6.082762530298219, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)","(5.0990195135927845, 17.5, 11)","(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,
203,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
204,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
205,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
206,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
207,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
208,"(0.0, 33.5, 7)","(0.0, 53.0, 8)","(0.0, 30.0, 9)",,,,,,,,,,,,,
209,"(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,,
210,"(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,,
211,"(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,,
212,"(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,,
213,"(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,,
214,"(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,,
215,"(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,,
216,"(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,,
217,"(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,,
218,"(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,,
219,"(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,,
220,"(0.0, 53.0, 8)","(3.605551275463989, 30.0, 9)","(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,
221,"(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,,
222,"(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,,
223,"(0.0, 53.0, 8)","(18.384776310850235, 30.0, 9)","(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,
224,"(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,,
225,"(0.0, 53.0, 8)","(3.1622776601683795, 30.0, 9)","(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,
226,"(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,,
227,"(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,,
228,"(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,,
229,"(0.0, 53.0, 8)","(0.0, 30.0, 9)","(0.0, 41.0, 10)",,,,,,,,,,,,,
230,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
231,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
232,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
233,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(19.313207915827967, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,
234,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
235,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
236,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
237,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
238,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
239,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
240,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
241,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
242,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
243,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(23.021728866442675, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,
244,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
245,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
246,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
247,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
248,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
249,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
250,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
251,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
252,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
253,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
254,"(0.0, 41.0, 10)","(25.019992006393608, 17.5, 11)","(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,
255,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
256,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
257,"(0.0, 41.0, 10)","(24.515301344262525, 17.5, 11)","(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,
258,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
259,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
260,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(10.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)","(18.788294228055936, 23.5, 16)","(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,
261,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
262,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
263,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
264,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
265,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
266,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
267,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
268,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
269,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(3.1622776601683795, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)","(5.385164807134504, 23.5, 16)","(4.0, 6.5, 17)","(3.1622776601683795, 16.0, 18)","(0.0, 40.5, 19)",,,,,,
270,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
271,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
272,"(0.0, 41.0, 10)","(0.0, 17.5, 11)","(0.0, 7.0, 12)",,,,,,,,,,,,,
273,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
274,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
275,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
276,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
277,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
278,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
279,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
280,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
281,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
282,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
283,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
284,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
285,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
286,"(12.041594578792296, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,
287,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
288,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
289,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
290,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
291,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
292,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
293,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
294,"(17.4928556845359, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,
295,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
296,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
297,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
298,"(8.54400374531753, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)","(17.204650534085253, 23.5, 16)","(0.0, 6.5, 17)","(22.80350850198276, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,
299,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
300,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
301,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
302,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
303,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
304,"(0.0, 7.0, 12)","(0.0, 22.0, 13)","(0.0, 31.5, 14)",,,,,,,,,,,,,
305,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
306,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
307,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
308,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
309,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
310,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
311,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
312,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)","(4.0, 23.5, 16)","(14.212670403551895, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,
313,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
314,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
315,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
316,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
317,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
318,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
319,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
320,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
321,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
322,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
323,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
324,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
325,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
326,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
327,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
