,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
328,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
329,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
330,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
331,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
332,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
333,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
334,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
335,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
336,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
337,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
338,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
339,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
340,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
341,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
342,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
343,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
344,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
345,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
346,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
347,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
348,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
349,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
350,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
351,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)","(8.246211251235321, 23.5, 16)","(16.55294535724685, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,
352,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
353,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
354,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
355,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
356,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
357,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
358,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
359,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
360,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
361,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
362,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
363,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
364,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
365,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)","(21.095023109728988, 23.5, 16)","(23.40939982143925, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,
366,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
367,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
368,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
369,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
370,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
371,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
372,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
373,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
374,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
375,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
376,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
377,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
378,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
379,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
380,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
381,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
382,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
383,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
384,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
385,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
386,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
387,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
388,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
389,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
390,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
391,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
392,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
393,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
394,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
395,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
396,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
397,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
398,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
399,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
400,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
401,"(0.0, 22.0, 13)","(0.0, 31.5, 14)","(0.0, 52.5, 15)",,,,,,,,,,,,,
402,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
403,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
404,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
405,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
406,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
407,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
408,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
409,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
410,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
411,"(14.317821063276353, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
412,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
413,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
414,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
415,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
416,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
417,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
418,"(22.135943621178654, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
419,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
420,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
421,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
422,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
423,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
424,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
425,"(0.0, 6.5, 17)","(8.54400374531753, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
426,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
427,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
428,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
429,"(0.0, 6.5, 17)","(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
430,"(0.0, 6.5, 17)","(11.180339887498949, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,
431,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
432,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
433,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
434,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
435,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
436,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
437,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
438,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
439,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
440,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
441,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
442,"(14.560219778561036, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
443,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
444,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
445,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
446,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
447,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
448,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
449,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
450,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
451,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
452,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
453,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
454,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
455,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
456,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
457,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
458,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
459,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
460,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
461,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
462,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
463,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
464,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
465,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
466,"(14.212670403551895, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
467,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
468,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
469,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
470,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
471,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
472,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
473,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
474,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
475,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
476,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
477,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
478,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
479,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
480,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
481,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
482,"(16.55294535724685, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
483,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
484,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
485,"(2.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
486,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
487,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
488,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
489,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
490,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
491,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
492,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
493,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
494,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
495,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
496,"(22.80350850198276, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
497,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
498,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
499,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
500,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
501,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
502,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
503,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
504,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
505,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
506,"(17.804493814764857, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
507,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
508,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
509,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
510,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
511,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
512,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
513,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
514,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
515,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
516,"(20.248456731316587, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
517,"(0.0, 16.0, 18)","(0.0, 40.5, 19)",,,,,,,,,,,,,,
518,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
519,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
520,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
521,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
522,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
523,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
524,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
525,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
526,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
527,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
528,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
529,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
530,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
531,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
532,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
533,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
534,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
535,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
536,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
537,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
538,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
539,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
540,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
541,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
542,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
543,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
544,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
545,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
546,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
547,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
548,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
549,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
550,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
551,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
552,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
553,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
554,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
555,"(0.0, 40.5, 19)",,,,,,,,,,,,,,,
